source,stage_num,stage,quantity,value,unit
scene_rs,17,deprojection,Z minimum,0.317,m
scene_rs,17,deprojection,Z maximum,7.9937,m
scene_rs,17,deprojection,centroid X,-0.6143,m
scene_rs,17,deprojection,centroid Y,0.31,m
scene_rs,17,deprojection,centroid Z,4.2642,m
scene_rs,18,ransac,normal x,-0.2732,-
scene_rs,18,ransac,normal y,0.079,-
scene_rs,18,ransac,normal z,-0.9587,-
scene_rs,18,ransac,offset d,2.6822,m
scene_rs,18,ransac,points fitted,38526,count
scene_rs,18,ransac,points scored,38526,count
scene_rs,18,ransac,inliers,1443,count
scene_rs,18,ransac,inlier fraction,3.75,%
scene_rs,18,ransac,residual RMS,3.368,mm
scene_rs,18,ransac,inlier tolerance,6,mm
scene_rs,18,ransac,RANSAC iterations,400,count
scene_rs,18,ransac,angle to the optical axis,16.52,deg
scene_rs,19,pca_refine,normal moved,0,deg
scene_rs,19,pca_refine,RMS before refinement,3.368,mm
scene_rs,19,pca_refine,RMS after refinement,3.368,mm
scene_rs,19,pca_refine,inliers with the matched pair,1443,count
scene_rs,19,pca_refine,inliers with a mixed normal and offset,1443,count
scene_rs,19,pca_refine,inliers lost by mixing,0,count
scene_rs,20,height_map,height threshold,5,mm
scene_rs,20,height_map,points above it,5552,count
scene_rs,20,height_map,that fraction,14.411,%
scene_rs,20,height_map,tallest point,2404,mm
scene_rs,20,height_map,lowest point,-4863,mm
scene_rs,20,height_map,median height,-1512,mm
scene_rs,21,mode_surface,bin width,2,mm
scene_rs,21,mode_surface,points binned,38526,count
scene_rs,21,mode_surface,share in the fullest bin,0.73,%
scene_rs,21,mode_surface,share required,20,%
scene_rs,21,mode_surface,modal bin centre,-2.6822,m
scene_rs,21,mode_surface,refined estimate,-2.6816,m
scene_rs,21,mode_surface,spread of the inliers,3.321,mm
scene_rs,21,mode_surface,inlier band,6,mm
scene_rs,21,mode_surface,a plain mean would say,-3.8957,m
scene_rs,21,mode_surface,that mean's error,1214,mm
scene_rs,21,mode_surface,RANSAC's own offset,-2.6822,m
scene_rs,21,mode_surface,the two estimators differ by,0.592,mm
scene_rs,22,on_surface,pieces standing on the surface,18,count
scene_rs,22,on_surface,height threshold,5,mm
scene_rs,22,on_surface,largest piece,1892,px
scene_rs,22,on_surface,tallest piece,2404,mm
scene_rs,24,layers,region area,70421,px
scene_rs,24,layers,points lifted from it,8027,count
scene_rs,24,layers,points above the plane,1310,count
scene_rs,24,layers,pixels removed by the 1 px erosion,3743,px
scene_rs,24,layers,layers found,1,count
scene_rs,24,layers,lowest point,4.03,mm
scene_rs,24,layers,highest point,2404,mm
scene_rs,25,min_width,instance points,1310,count
scene_rs,25,min_width,"minimum width, rotating calipers",733.01,mm
scene_rs,25,min_width,at this angle in the plane,80,deg
scene_rs,25,min_width,"PCA short axis, THE CONTROL",754.1,mm
scene_rs,25,min_width,"axis-aligned box, THE CONTROL",950.13,mm
scene_rs,25,min_width,PCA overstates by,21.08,mm
scene_rs,25,min_width,long axis,1575,mm
scene_rs,25,min_width,height,2400,mm
scene_rs,25,min_width,jaw span,85,mm
scene_rs,25,min_width,graspable as it lies,no,-
scene_rs,25,min_width,sweep step,0.5,deg
scene_rs,26,nested,instances in,18,count
scene_rs,26,nested,kept,15,count
scene_rs,26,nested,dropped as already explained,3,count
scene_rs,26,nested,voxel size,5,mm
scene_rs,26,nested,overlap fraction that rejects,0.55,-
scene_rs,29,table,points on the surface,1443,count
scene_rs,29,table,surface extent along its first axis,0.4164,m
scene_rs,29,table,surface extent along its second axis,1.4126,m
scene_rs,29,table,area spanned,0.5882,m2
scene_rs,29,table,perpendicular distance from the camera,2.6822,m
scene_rs,29,table,distance to the middle of that extent,2.7485,m
scene_rs,29,table,nearest point on the surface,2.7406,m
scene_rs,29,table,furthest point on the surface,3.1141,m
scene_rs,29,table,tilt from the optical axis,16.52,deg
scene_rs,29,table,"flatness, RMS of the inliers",3.368,mm
scene_rs,30,boxes3d,objects posed,12,count
scene_rs,30,boxes3d,nearest object,1.7571,m
scene_rs,30,boxes3d,furthest object,2.9735,m
scene_rs,30,boxes3d,largest footprint,1575,mm
scene_rs,30,boxes3d,tallest object,2404,mm
scene_rs,30,boxes3d,graspable within the 85 mm jaw,6,count
scene_rs,31,distances,objects measured,10,count
scene_rs,31,distances,nearest object,1.7571,m
scene_rs,31,distances,furthest object,2.8095,m
scene_rs,31,distances,closest pair,0.1198,m
scene_rs,31,distances,tightest free gap,0,m
scene_rs,31,distances,what the origin IS,the scene camera across the room,-
scene_rs,32,people,people detected,1,count
scene_rs,32,people,landmarks per person,33,count
scene_rs,32,people,inference time,5.09,s
scene_rs,32,people,depth attached to landmarks,yes,-
scene_rs,33,self_view,pixels nearer than the gate,0,px
scene_rs,33,self_view,that fraction,0,%
scene_rs,33,self_view,nearest return of all,0.317,m
scene_rs,33,self_view,blobs of near return,0,count
scene_rs,33,self_view,this camera is on the hand,no,-
scene_rs,33,self_view,near edge of this camera's band,0.15,m
