source,stage_num,stage,quantity,value,unit
left_gripper,24,layers,points above the plane,5829,count
left_gripper,24,layers,pixels removed by the 1 px erosion,2124,px
left_gripper,24,layers,layers found,3,count
left_gripper,24,layers,lowest point,4,mm
left_gripper,24,layers,highest point,67.1,mm
left_gripper,25,min_width,instance points,5829,count
left_gripper,25,min_width,"minimum width, rotating calipers",276.97,mm
left_gripper,25,min_width,at this angle in the plane,0,deg
left_gripper,25,min_width,"PCA short axis, THE CONTROL",293.92,mm
left_gripper,25,min_width,"axis-aligned box, THE CONTROL",276.97,mm
left_gripper,25,min_width,PCA overstates by,16.95,mm
left_gripper,25,min_width,long axis,340.77,mm
left_gripper,25,min_width,height,63.1,mm
left_gripper,25,min_width,jaw span,85,mm
left_gripper,25,min_width,graspable as it lies,no,-
left_gripper,25,min_width,sweep step,0.5,deg
left_gripper,26,nested,instances in,6,count
left_gripper,26,nested,kept,5,count
left_gripper,26,nested,dropped as already explained,1,count
left_gripper,26,nested,voxel size,5,mm
left_gripper,26,nested,overlap fraction that rejects,0.55,-
left_gripper,29,table,points on the surface,37767,count
left_gripper,29,table,surface extent along its first axis,0.5787,m
left_gripper,29,table,surface extent along its second axis,0.4227,m
left_gripper,29,table,area spanned,0.2446,m2
left_gripper,29,table,perpendicular distance from the camera,0.2772,m
left_gripper,29,table,distance to the middle of that extent,0.5912,m
left_gripper,29,table,nearest point on the surface,0.3977,m
left_gripper,29,table,furthest point on the surface,0.9313,m
left_gripper,29,table,tilt from the optical axis,66.58,deg
left_gripper,29,table,"flatness, RMS of the inliers",1.355,mm
left_gripper,30,boxes3d,objects posed,6,count
left_gripper,30,boxes3d,nearest object,0.5355,m
left_gripper,30,boxes3d,furthest object,0.8474,m
left_gripper,30,boxes3d,largest footprint,340.8,mm
left_gripper,30,boxes3d,tallest object,67.1,mm
left_gripper,30,boxes3d,graspable within the 85 mm jaw,5,count
left_gripper,31,distances,objects measured,6,count
left_gripper,31,distances,nearest object,0.5355,m
left_gripper,31,distances,furthest object,0.8474,m
left_gripper,31,distances,closest pair,0.0012,m
left_gripper,31,distances,tightest free gap,0,m
left_gripper,31,distances,what the origin IS,"the wrist camera, so range is distance from the HAND",-
left_gripper,33,self_view,pixels nearer than the gate,0,px
left_gripper,33,self_view,that fraction,0,%
left_gripper,33,self_view,nearest return of all,0.363,m
left_gripper,33,self_view,blobs of near return,0,count
left_gripper,33,self_view,this camera is on the hand,yes,-
