condition,coupling,duration_s,height_diff_max_mm,height_diff_rms_mm,invalid_reason,participant,path_efficiency,scenario,sep_err_max_mm,sep_err_rms_mm,task,tilt_max_deg,tilt_rms_deg,time_above_threshold_s,valid,wear_time_s
shared,rigid,7.18,3.380911091740213,1.5245009181152174,,P02,0.7838508992371378,S3_curved_obstacle,4.482825919674138,1.8895166423132685,T3_rigid,0.6248524409518478,0.2817618553566617,0.0,True,1860
shared,rigid,7.18,3.0864068360076935,1.4770595162877536,,P02,1.0,S4_tight,4.438546166948165,1.9732245915730064,T3_rigid,0.5358573624105047,0.2564492865173233,0.0,True,1920
direct,rigid,4.78,12.117082288228165,6.405564206420715,,P02,1.0,S1_short_straight,17.589516289744147,7.737542287166613,T3_rigid,2.2384013920353976,1.1836328169224932,0.0,True,1980
direct,rigid,9.58,12.937359190495545,5.986679071002301,,P02,1.0,S2_long_height,16.42554884110714,7.50064793352297,T3_rigid,2.3897618892242485,1.106246578874134,0.0,True,2040
direct,rigid,7.18,12.227942359805066,5.936690670514085,,P02,0.7838508992371378,S3_curved_obstacle,16.230693095756198,7.822940402990299,T3_rigid,2.2588595720253783,1.0970005735018444,0.0,True,2100
direct,rigid,7.18,13.556233375867421,5.829396220264611,,P02,1.0,S4_tight,19.077383161196614,7.861737488855818,T3_rigid,2.3523590659410227,1.0119231316218045,0.0,True,2160
assisted,rigid,4.78,6.623346409790454,3.4388062616697868,,P02,1.0,S1_short_straight,8.709510678846122,4.199621870171001,T3_rigid,1.2239744092737201,0.6355328117660511,0.0,True,2220
assisted,rigid,9.58,28.16812251159284,12.150549195257115,autonomy silently disabled,P02,1.0,S2_long_height,40.57413339955546,15.64836043871555,T3_rigid,5.191918342572322,2.24324324151192,0.0,False,2280
assisted,rigid,7.18,7.235723037422925,3.259321718203312,,P02,0.7838508992371378,S3_curved_obstacle,10.316390639225293,4.2837016883997965,T3_rigid,1.3371004151977195,0.6023628357963315,0.0,True,2340
assisted,rigid,7.18,6.758116167134176,3.2257356214963426,,P02,1.0,S4_tight,10.000602845641527,4.2606310239219,T3_rigid,1.1732042906187488,0.5600305618433641,0.0,True,2400
direct,rigid,4.78,12.563376669123105,6.486137075213672,,P03,1.0,S1_short_straight,17.092789104902028,7.737712068829626,T3_rigid,2.3207572771717064,1.1984882202919722,0.0,True,2460
direct,rigid,9.58,12.34162263040961,5.854701430461839,,P03,1.0,S2_long_height,18.678433369349435,7.441859932837616,T3_rigid,2.279837594646028,1.0818572686390429,0.0,True,2520
direct,rigid,7.18,12.685350602257284,6.034750684948277,,P03,0.7838508992371378,S3_curved_obstacle,19.322303180534295,8.078681106055743,T3_rigid,2.343263795334729,1.115117917908973,0.0,True,2580
direct,rigid,7.18,14.125131543473834,6.163133998331357,,P03,1.0,S4_tight,16.887984145066646,7.962345003760269,T3_rigid,2.4509597278880713,1.0698329341149873,0.0,True,2640
assisted,rigid,4.78,6.797764705873455,3.5543821181839377,,P03,1.0,S1_short_straight,7.767110225392393,4.130231655364,T3_rigid,1.2561961877817969,0.6568899531269948,0.0,True,2700
assisted,rigid,9.58,7.319727430434408,3.276052194874655,,P03,1.0,S2_long_height,9.396698859746365,4.145954199565642,T3_rigid,1.3526179825687816,0.6054569612897944,0.0,True,2760
assisted,rigid,7.18,7.020427487039793,3.379969687189831,,P03,0.7838508992371378,S3_curved_obstacle,8.910921355354928,4.2815109329782075,T3_rigid,1.2973294236936561,0.6246552289205886,0.0,True,2820
assisted,rigid,7.18,7.028832118200157,3.285268652831378,,P03,1.0,S4_tight,9.552760834178276,4.335726184031609,T3_rigid,1.2201864577246297,0.5703637977097743,0.0,True,2880
shared,rigid,4.78,3.2590175941504818,1.567360248005835,,P03,1.0,S1_short_straight,4.482223173234878,1.901006259121864,T3_rigid,0.6023260476037691,0.2896831501774172,0.0,True,2940
shared,rigid,9.58,3.284683626381124,1.476581345670076,,P03,1.0,S2_long_height,4.181486313166061,1.835137647628935,T3_rigid,0.6070692460856103,0.27290554067751416,0.0,True,3000
shared,rigid,7.18,3.1950504496975896,1.5058983206839702,,P03,0.7838508992371378,S3_curved_obstacle,4.145243843130697,1.9118801163816046,T3_rigid,0.5905045950982595,0.27832395076797,0.0,True,3060
shared,rigid,7.18,3.010927330206137,1.5131581964017433,,P03,1.0,S4_tight,4.455946328885963,2.002023133437019,T3_rigid,0.5227534592740732,0.2627167107172528,0.0,True,3120
assisted,rigid,4.78,7.154974935525971,3.4932112032322817,,P04,1.0,S1_short_straight,9.635891444224775,4.052504994355718,T3_rigid,1.322184175656809,0.6455849561578294,0.0,True,3180
assisted,rigid,9.58,27.679284555233608,12.067833543308652,autonomy silently disabled,P04,1.0,S2_long_height,33.90829961944647,15.279907310643736,T3_rigid,5.102296013613837,2.22782037663581,0.0,False,3240
assisted,rigid,7.18,6.629190223579773,3.3556846361627364,,P04,0.7838508992371378,S3_curved_obstacle,9.58923694736602,4.316447389666784,T3_rigid,1.2250539994562903,0.6201702653969821,0.0,True,3300
assisted,rigid,7.18,6.87451417145768,3.325436447898385,,P04,1.0,S4_tight,9.747058277879916,4.477593968401284,T3_rigid,1.1934051092863631,0.5773394026727703,0.0,True,3360
shared,rigid,4.78,3.444668776253046,1.5424335568029353,,P04,1.0,S1_short_straight,3.8767984237749187,1.9010299021923847,T3_rigid,0.6366350329928834,0.2850763867474658,0.0,True,3420
shared,rigid,9.58,3.0855766683748342,1.494028465767374,,P04,1.0,S2_long_height,4.792528867522961,1.8858617151608785,T3_rigid,0.5702731693572819,0.27613012091154676,0.0,True,3480
shared,rigid,7.18,3.118628398875778,1.5192664106494485,,P04,0.7838508992371378,S3_curved_obstacle,4.190252836196173,1.9944721018595082,T3_rigid,0.5763813469413777,0.2807945577525857,0.0,True,3540
shared,rigid,7.18,3.051646937187069,1.5177536068942297,,P04,1.0,S4_tight,4.303981582611249,1.9491039446664384,T3_rigid,0.529822746484239,0.26351454321786655,0.0,True,3600
direct,rigid,4.78,12.262736849276035,6.153279540960701,,P04,1.0,S1_short_straight,18.07868645536853,7.6065563206366695,T3_rigid,2.265280448120083,1.1370199651923159,0.0,True,3660
direct,rigid,9.58,12.905723052739404,5.950588017760031,,P04,1.0,S2_long_height,18.761685561569543,7.473905831501972,T3_rigid,2.3839248784058635,1.0995686911698217,0.0,True,3720
direct,rigid,7.18,12.330748313535533,6.041306305429943,,P04,0.7838508992371378,S3_curved_obstacle,15.784984013756665,7.659782108259729,T3_rigid,2.2778309257036935,1.1163202046015617,0.0,True,3780
direct,rigid,7.18,12.462897758839464,5.912733923927363,,P04,1.0,S4_tight,19.125740795590595,7.8016537784460365,T3_rigid,2.1628249681784126,1.026391718014184,0.0,True,3840
shared,rigid,4.78,3.1747022691397397,1.5930618825378973,,P05,1.0,S1_short_straight,3.798227520382058,1.90032370124742,T3_rigid,0.5867441376102999,0.29443349324372164,0.0,True,3900
shared,rigid,9.58,3.4301933486111658,1.4940828504236914,,P05,1.0,S2_long_height,4.4251949673996265,1.8688672549785366,T3_rigid,0.6339599396162512,0.27614011739473754,0.0,True,3960
shared,rigid,7.18,3.120079541421017,1.5253437654992532,,P05,0.7838508992371378,S3_curved_obstacle,4.69144879765987,1.9175179739625425,T3_rigid,0.5766495273465073,0.2819177645726805,0.0,True,4020
shared,rigid,7.18,3.1144860141605335,1.4886024315027881,,P05,1.0,S4_tight,4.810580399076835,1.9861893586715138,T3_rigid,0.5407321393774132,0.2584533435308488,0.0,True,4080
direct,rigid,4.78,12.98727085559026,6.285799541993972,,P05,1.0,S1_short_straight,16.181326747090054,7.418132711526335,T3_rigid,2.3989707167078893,1.1614970521837193,0.0,True,4140
direct,rigid,9.58,14.200622373623073,5.875214650256539,,P05,1.0,S2_long_height,17.35771021379062,7.717376799487929,T3_rigid,2.6227978348911085,1.0856492787140335,0.0,True,4200
direct,rigid,7.18,14.315441165655418,5.926558489619721,,P05,0.7838508992371378,S3_curved_obstacle,20.808625114195845,7.932169153742743,T3_rigid,2.6439744315099643,1.0951224356078997,0.0,True,4260
direct,rigid,7.18,12.407059628056327,5.947947650044295,,P05,1.0,S4_tight,17.737014538749374,7.921221775978043,T3_rigid,2.1531438986451255,1.0324946226500558,0.0,True,4320
assisted,rigid,4.78,7.945353204990457,3.4855396243600416,,P05,1.0,S1_short_straight,10.024180656508118,4.301973238507593,T3_rigid,1.4681792337331516,0.6441655789729686,0.0,True,4380
assisted,rigid,9.58,6.243373841684718,3.1955686303878394,,P05,1.0,S2_long_height,9.833925609987082,4.111227197849945,T3_rigid,1.1537761847790644,0.5905830543371284,0.0,True,4440
assisted,rigid,7.18,8.455401063907964,3.416480111773211,,P05,0.7838508992371378,S3_curved_obstacle,10.598907290482739,4.320988673456767,T3_rigid,1.5623829373764513,0.6314056778921323,0.0,True,4500
assisted,rigid,7.18,6.510157706689945,3.3210648162851135,,P05,1.0,S4_tight,10.221204124898852,4.33143263109398,T3_rigid,1.1301702506075844,0.5765806021174781,0.0,True,4560
